Kennel ID,Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,geopoint,intake_duration,is_current_month,outcome_is_dead,outcome_is_current,outcome_is_other,outcome_is_alive,was_outcome_alive
297285,A611708,NULL,CAT,TORTIE,NULL,Male,27/06/2018,27/07/2018,UNDER AGE/WEIGHT,STRAY,FIELD,NULL,08/08/2018,"1200 BLK WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,FNDANIFOUN,33.7815946,-118.1718093,Alive on Intake,"33.7815946, -118.1718093",12,FALSE,FALSE,FALSE,FALSE,TRUE,1
359293,A553599,*LYNOL,CAT,GRAY,WHITE,Neutered,01/08/2012,16/06/2024,ILL SEVERE,STRAY,FIELD,NULL,17/06/2024,"400 BLK E 21ST ST, LB 90806",LONG BEACH,EUTHANASIA,AT VET,33.7951993,-118.1880688,Alive on Intake,"33.7951993, -118.1880688",1,FALSE,TRUE,FALSE,FALSE,FALSE,0
323115,A656803,HAMMIE,OTHER,TAN,NULL,Female,,28/04/2021,NORMAL,OWNER SURRENDER,OTC,OTHER PET,15/05/2021,"1200 BLK XIMENO AVE, LONG BEACH CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7817515,-118.1411583,Alive on Intake,"33.7817515, -118.1411583",17,FALSE,FALSE,FALSE,FALSE,TRUE,1
281910,A585331,SPOTS,DOG,WHITE,BROWN,Male,02/08/2016,02/02/2017,NORMAL,OWNER SURRENDER,OTC,NULL,03/02/2017,"400 BLK E 21ST ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7950073,-118.188059,Alive on Intake,"33.7950073, -118.188059",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
356086,A718100,*PUMA,CAT,ORANGE,NULL,Neutered,21/03/2024,05/04/2024,UNDER AGE/WEIGHT,STRAY,OTC,NULL,12/11/2024,"1200 BLOCK BELLFLOWER BLVD, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7820307,-118.1224028,Alive on Intake,"33.7820307, -118.1224028",221,FALSE,FALSE,FALSE,FALSE,TRUE,1
333824,A674806,*JILL,CAT,BLACK,NULL,Female,01/05/2022,13/05/2022,UNDER AGE/WEIGHT,STRAY,OTC,NULL,02/07/2022,"400 BLK E 21ST ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,NULL,33.7950073,-118.188059,Alive on Intake,"33.7950073, -118.188059",50,FALSE,FALSE,FALSE,FALSE,TRUE,1
354941,A546846,*PLUTO,CAT,BRN TABBY,WHITE,Neutered,27/04/2014,14/02/2024,ILL MODERATETE,STRAY,OTC,NULL,15/02/2024,"1200 BLOCK CHESTNUT AVE, LONG BEACH",LONG BEACH,COMMUNITY CAT,NULL,33.7815551,-118.1962355,Alive on Intake,"33.7815551, -118.1962355",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
324404,A657208,NOVA,CAT,BRN TABBY,WHITE,Spayed,28/03/2021,09/05/2021,NORMAL,STRAY,OTC,NULL,14/05/2021,"400 BLK E 21ST ST, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,NULL,33.7950073,-118.188059,Alive on Intake,"33.7950073, -118.188059",5,FALSE,FALSE,FALSE,FALSE,TRUE,1
385052,A747596,*EVANGELINE,CAT,BLACK,NULL,Spayed,,21/08/2025,INJURED  MILD,STRAY,OTC,NULL,09/09/2025,"1200 BLOCK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,COMMUNITY CAT,FRIENDLY,33.7815551,-118.1962355,Alive on Intake,"33.7815551, -118.1962355",19,FALSE,FALSE,FALSE,FALSE,TRUE,1
324468,A657337,*CHEECH,CAT,BRN TABBY,WHITE,Female,22/03/2021,12/05/2021,UNDER AGE/WEIGHT,STRAY,OTC,NULL,15/05/2021,"400 BLK E 21ST ST, LONG BEACH, CA 90806",LONG BEACH,MISSING,IN KENNEL,33.7950073,-118.188059,Alive on Intake,"33.7950073, -118.188059",3,FALSE,FALSE,FALSE,TRUE,FALSE,1
384319,A746058,MAXINE,DOG,BLACK,WHITE,Spayed,29/03/2025,26/07/2025,NORMAL,OWNER SURRENDER,OTC,,04/08/2025,"1200 BLOCK E 17TH ST, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7878585,-118.1760712,Alive on Intake,"33.7878585, -118.1760712",9,FALSE,FALSE,FALSE,FALSE,TRUE,1
346689,A701512,*JAZZ,CAT,BRN TABBY,WHITE,Male,05/05/2023,23/06/2023,UNDER AGE/WEIGHT,STRAY,OTC,NULL,27/07/2023,400 BLK E 21ST STREET LONG BEACH 90806,LONG BEACH,ADOPTION,NULL,33.7950073,-118.188059,Alive on Intake,"33.7950073, -118.188059",34,FALSE,FALSE,FALSE,FALSE,TRUE,1
384199,A745784,TUCKER,DOG,RED,WHITE,Neutered,29/03/2025,23/07/2025,NORMAL,OWNER SURRENDER,OTC,NULL,28/07/2025,"1200 BLOCK E 17TH ST, LONG BEACH CA",LONG BEACH,ADOPTION,WALKIN,33.7878585,-118.1760712,Alive on Intake,"33.7878585, -118.1760712",5,FALSE,FALSE,FALSE,FALSE,TRUE,1
388685,A748514,STAN,CAT,WHITE,BLACK,Neutered,05/09/2022,05/09/2025,WELFARE SEIZURES,WELFARE SEIZED,POLICE,NULL,25/09/2025,"400 BLK E 3RD ST, LB CA 90802",LONG BEACH,RESCUE,PAWSHOPPE,33.7703277,-118.1874454,Alive on Intake,"33.7703277, -118.1874454",20,FALSE,FALSE,FALSE,FALSE,TRUE,1
369309,A735545,BLUEBERRY,DOG,BLUE MERLE,WHITE,Spayed,16/07/2024,16/01/2025,NORMAL,OWNER SURRENDER,OTC,ABANDON,04/05/2025,"1200 BLOCK E 1ST ST, LONG BEAACH CA",LONG BEACH,ADOPTION,WEB,33.7667812,-118.1771703,Alive on Intake,"33.7667812, -118.1771703",108,FALSE,FALSE,FALSE,FALSE,TRUE,1
331795,A435971,FARMER,DOG,BLACK,WHITE,Male,08/08/2008,15/02/2022,NORMAL,STRAY,FIELD,NULL,16/02/2022,"400 BLK E 44TH CIR, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,WALKIN,33.8388402,-118.1887251,Alive on Intake,"33.8388402, -118.1887251",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
343195,A696409,CODY,DOG,TAN,NULL,Male,08/04/2021,08/04/2023,ILL MODERATETE,OWNER SURRENDER,OTC,COST,09/04/2023,"1200 BLOCK E 4TH ST, LB CA 90802",LONG BEACH,RESCUE,NULL,33.7715993,-118.1761496,Alive on Intake,"33.7715993, -118.1761496",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
335672,A677703,NULL,WILD,GRAY,BLACK,Unknown,15/09/2021,15/06/2022,ILL MILD,WILDLIFE,FIELD,NULL,15/06/2022,"400 BLK E 45TH ST, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8398082,-118.1879264,Alive on Intake,"33.8398082, -118.1879264",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
345150,A692621,*JASMINE,DOG,BLACK,TAN,Spayed,29/01/2022,08/06/2023,NORMAL,OWNER SURRENDER,FIELD,NULL,09/06/2023,"1200 BLOCK E JACKSON ST, LONGBEACH CA",LONG BEACH,RETURN TO OWNER,WALKIN,33.8517352,-118.1772338,Alive on Intake,"33.8517352, -118.1772338",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
293473,A605210,*CONNER,DOG,BLACK,NULL,Neutered,23/03/2013,23/03/2018,NORMAL,STRAY,OTC,NULL,10/04/2018,"400 BLK E 49TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CAMPCOCKR,33.8449183,-118.1883256,Alive on Intake,"33.8449183, -118.1883256",18,FALSE,FALSE,FALSE,FALSE,TRUE,1
351020,A706733,*LOURDES,DOG,TAN,WHITE,Spayed,14/12/2022,13/09/2023,NORMAL,STRAY,OTC,NULL,22/09/2023,"1200 BLOCK E LEIGH CT, LONG BEACH CA",LONG BEACH,ADOPTION,NULL,33.795506,-118.1763167,Alive on Intake,"33.795506, -118.1763167",9,FALSE,FALSE,FALSE,FALSE,TRUE,1
299187,A615369,KING,DOG,BR BRINDLE,WHITE,Male,29/03/2016,28/09/2018,NORMAL,STRAY,FIELD,NULL,29/09/2018,"400 BLK E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,WALKIN,33.7717108,-118.1876806,Alive on Intake,"33.7717108, -118.1876806",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
351021,A706734,*MADONNA,DOG,TAN,WHITE,Spayed,14/09/2021,13/09/2023,NORMAL,STRAY,OTC,NULL,23/09/2023,"1200 BLOCK E LEIGH CT, LONG BEACH CA",LONG BEACH,ADOPTION,NULL,33.795506,-118.1763167,Alive on Intake,"33.795506, -118.1763167",10,FALSE,FALSE,FALSE,FALSE,TRUE,1
331432,A669665,WOODY,DOG,BLONDE,GRAY,Male,23/01/2012,23/01/2022,NORMAL,STRAY,OTC,NULL,29/01/2022,"400 BLK E 51ST ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,NULL,33.8483955,-118.188191,Alive on Intake,"33.8483955, -118.188191",6,FALSE,FALSE,FALSE,FALSE,TRUE,1
376498,A741497,DUCK 1,BIRD,BROWN,NULL,Unknown,,28/05/2025,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,30/05/2025,"1200 BLOCK E POINSETTIA ST, LONG BEACH CA",LONG BEACH,RESCUE,OTHER RESC,33.8700769,-118.177357,Alive on Intake,"33.8700769, -118.177357",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
308304,A633066,MR. MOLESLEY,CAT,GRAY TABBY,NULL,Neutered,05/07/2019,05/09/2019,NORMAL,STRAY,OTC,NULL,20/09/2019,"400 BLK E 51ST ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,33.8483955,-118.188191,Alive on Intake,"33.8483955, -118.188191",15,FALSE,FALSE,FALSE,FALSE,TRUE,1
343529,A697044,CINNAMON,DOG,BROWN,BLACK,Spayed,02/06/2022,20/04/2023,NORMAL,STRAY,OTC,NULL,17/05/2023,"1200 BLOCK E SPRING ST, LONG BEACH CA",LONG BEACH,ADOPTION,NULL,33.8116482,-118.1761962,Alive on Intake,"33.8116482, -118.1761962",27,FALSE,FALSE,FALSE,FALSE,TRUE,1
294964,A607520,*COUSCOUS,CAT,BRN TABBY,WHITE,Spayed,12/05/2013,12/05/2018,NORMAL,STRAY,OTC,NULL,27/07/2018,"400 BLK E 51ST ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,33.8483955,-118.188191,Alive on Intake,"33.8483955, -118.188191",76,FALSE,FALSE,FALSE,FALSE,TRUE,1
353686,A714256,*PANSY,DOG,WHITE,NULL,Spayed,31/01/2023,31/01/2024,NORMAL,STRAY,OTC,NULL,07/02/2024,"1200 BLOCK E WESLEY DR, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7948503,-118.1763448,Alive on Intake,"33.7948503, -118.1763448",7,FALSE,FALSE,FALSE,FALSE,TRUE,1
351931,A709130,PRINCESS,DOG,BLACK,BROWN,Female,22/10/2010,21/10/2023,INJURED  MILD,STRAY,OTC,NULL,22/10/2023,"400 BLK E 52ND ST, LONG BEACH CA",LONG BEACH,RETURN TO OWNER,WALKIN,33.8503439,-118.1882355,Alive on Intake,"33.8503439, -118.1882355",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
345169,A700411,DUNMORE,DOG,BLACK,BROWN,Neutered,08/06/2019,08/06/2023,NORMAL,STRAY,OTC,NULL,17/06/2023,1200 BLOCK OF E. 64TH ST.,LONG BEACH,ADOPTION,WEB,33.8709745,-118.1773503,Alive on Intake,"33.8709745, -118.1773503",9,FALSE,FALSE,FALSE,FALSE,TRUE,1
305777,A628420,CHETO,CAT,ORG TABBY,NULL,Neutered,17/04/2019,17/06/2019,NORMAL,STRAY,OTC,NULL,27/06/2019,"400 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,33.8503439,-118.1882355,Alive on Intake,"33.8503439, -118.1882355",10,FALSE,FALSE,FALSE,FALSE,TRUE,1
348234,A702696,*OPAL,CAT,BRN TABBY,NULL,Female,28/05/2023,12/07/2023,I/I REPORT,STRAY,OTC,NULL,18/11/2023,"1200 BLOCK S KAREN AVE, SANTA ANA CA",OUT OF AREA,EUTHANASIA,ILL SEVERE,33.7321999,-117.9298836,Alive on Intake,"33.7321999, -117.9298836",129,FALSE,TRUE,FALSE,FALSE,FALSE,0
330313,A666725,*LUCY,CAT,CALICO,NULL,Spayed,20/12/2013,14/11/2021,ILL MILD,OWNER SURRENDER,OTC,COST,04/05/2022,"400 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,33.8503439,-118.1882355,Alive on Intake,"33.8503439, -118.1882355",171,FALSE,FALSE,FALSE,FALSE,TRUE,1
370612,A720461,*WYNONNA,DOG,BLUE,NULL,Spayed,09/05/2022,31/01/2025,NORMAL,RETURN,ADOPTION,OTHER PET,10/08/2025,"1200 BLOCK W MADDOX ST, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.8230294,-118.2078092,Alive on Intake,"33.8230294, -118.2078092",191,FALSE,FALSE,FALSE,FALSE,TRUE,1
361775,A726824,*NINNA,CAT,BLACK,NULL,Spayed,02/08/2024,14/08/2024,UNDER AGE/WEIGHT,STRAY,OTC,NULL,20/11/2024,400 BLK E 55TH ST LONG BEACH CA 90805,LONG BEACH,ADOPTION,WEB,33.8557948,-118.1883062,Alive on Intake,"33.8557948, -118.1883062",98,FALSE,FALSE,FALSE,FALSE,TRUE,1
316297,A644451,NULL,CAT,BLACK,NULL,Unknown,26/06/2020,26/06/2020,UNDER AGE/WEIGHT,STRAY,FIELD,NULL,26/06/2020,"1200 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,33.7813924,-118.1950649,Alive on Intake,"33.7813924, -118.1950649",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
340750,A690198,GOLIATH,DOG,WHITE,BLACK,Male,07/04/2021,07/12/2022,NORMAL,QUARANTINE,NULL,NULL,06/01/2023,"400 BLK E 55TH ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8557948,-118.1883062,Alive on Intake,"33.8557948, -118.1883062",30,FALSE,FALSE,FALSE,FALSE,TRUE,1
316301,A644455,NULL,CAT,GRAY,NULL,Unknown,26/06/2020,26/06/2020,UNDER AGE/WEIGHT,STRAY,FIELD,NULL,26/06/2020,"1200 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,33.7813924,-118.1950649,Alive on Intake,"33.7813924, -118.1950649",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
288201,A595585,NULL,CAT,GRAY TABBY,WHITE,Male,19/06/2017,19/08/2017,NORMAL,STRAY,OTC,NULL,24/08/2017,"400 BLK E 55TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,33.8557948,-118.1883062,Alive on Intake,"33.8557948, -118.1883062",5,FALSE,FALSE,FALSE,FALSE,TRUE,1
303819,A625213,NULL,CAT,GRAY TABBY,NULL,Female,03/04/2019,24/04/2019,UNDER AGE/WEIGHT,STRAY,OTC,NULL,25/04/2019,"1200 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,33.7813924,-118.1950649,Alive on Intake,"33.7813924, -118.1950649",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
288202,A595586,NULL,CAT,BLACK,WHITE,Female,19/06/2017,19/08/2017,NORMAL,STRAY,OTC,NULL,24/08/2017,"400 BLK E 55TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,33.8557948,-118.1883062,Alive on Intake,"33.8557948, -118.1883062",5,FALSE,FALSE,FALSE,FALSE,TRUE,1
303822,A625220,NULL,CAT,GRAY TABBY,NULL,Male,03/04/2019,24/04/2019,UNDER AGE/WEIGHT,STRAY,OTC,NULL,25/04/2019,"1200 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,33.7813924,-118.1950649,Alive on Intake,"33.7813924, -118.1950649",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
331032,A601736,BUBBA,DOG,BLACK,WHITE,Neutered,23/06/2016,26/12/2021,NORMAL,STRAY,OTC,NULL,29/12/2021,"400 BLK E 55TH ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,NULL,33.8557948,-118.1883062,Alive on Intake,"33.8557948, -118.1883062",3,FALSE,FALSE,FALSE,FALSE,TRUE,1
392179,A749569,*SNICKERS,CAT,CREAM PT,,Neutered,01/07/2025,21/09/2025,ILL MILD,STRAY,FIELD,,10/10/2025,1200 DAISY AVE. LONG BEACH CA 90813,LONG BEACH,ADOPTION,WEB,33.7815804,-118.1991303,Alive on Intake,"33.7815804, -118.1991303",19,FALSE,FALSE,FALSE,FALSE,TRUE,1
302532,A439159,BAMBI,DOG,BROWN,NULL,Neutered,31/12/2006,08/03/2019,NORMAL,STRAY,FIELD,NULL,09/03/2019,"400 BLK E 56TH ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8575938,-118.188399,Alive on Intake,"33.8575938, -118.188399",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
333927,A675015,NULL,CAT,BRN TABBY,NULL,Male,18/05/2012,18/05/2022,INJURED  MODERATE,STRAY,OTC,NULL,18/05/2022,"1200 E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7787777,-118.1761768,Alive on Intake,"33.7787777, -118.1761768",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
360042,A724926,*CHICKLET,DOG,BLUE,WHITE,Spayed,17/09/2023,17/07/2024,NORMAL,STRAY,OTC,NULL,12/10/2024,400 BLK E 57TH ST LONG BEACH CA 90805,LONG BEACH,ADOPTION,WEB,33.859216,-118.188402,Alive on Intake,"33.859216, -118.188402",87,FALSE,FALSE,FALSE,FALSE,TRUE,1
355686,A717283,STEVIE,CAT,FLAME PT,NULL,Male,19/03/2005,19/03/2024,ILL MODERATETE,STRAY,FIELD,NULL,19/03/2024,"1200 E 1ST ST, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7667642,-118.1771283,Alive on Intake,"33.7667642, -118.1771283",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
396553,A752665,*DEMITRI,CAT,BRN TABBY,WHITE,Neutered,16/11/2022,16/11/2025,NORMAL,OWNER SURRENDER,OTC,,,"400 BLK E 57TH ST, LONG BEACH, CA 90805",LONG BEACH,,,33.859216,-118.188402,Alive on Intake,"33.859216, -118.188402",,TRUE,FALSE,FALSE,FALSE,TRUE,1
309563,A635431,OLLIE,DOG,TAN,WHITE,Neutered,27/08/2018,27/10/2019,NORMAL,OWNER SURRENDER,OTC,NULL,20/12/2019,"1200 E 1ST ST, LONG BEACH, CA 90802",DISTRICT2,ADOPTION,SPEC EVT,33.7667642,-118.1771283,Alive on Intake,"33.7667642, -118.1771283",54,FALSE,FALSE,FALSE,FALSE,TRUE,1
396555,A752667,RAGOZZA,CAT,BRN TABBY,WHITE,Spayed,16/11/2024,16/11/2025,NORMAL,OWNER SURRENDER,OTC,,,"400 BLK E 57TH ST, LONG BEACH, CA 90805",LONG BEACH,,,33.859216,-118.188402,Alive on Intake,"33.859216, -118.188402",,TRUE,FALSE,FALSE,FALSE,TRUE,1
303659,A624955,*KILGARIFF,CAT,GRAY TABBY,NULL,Spayed,19/10/2018,19/04/2019,FRACTIOUS,STRAY,OTC,NULL,27/04/2019,"1200 E 20TH ST, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7939258,-118.176288,Alive on Intake,"33.7939258, -118.176288",8,FALSE,FALSE,FALSE,FALSE,TRUE,1
317367,A646830,*KATE,DOG,BLACK,BROWN,Spayed,08/02/2020,08/08/2020,NORMAL,STRAY,OTC,NULL,23/08/2020,"400 BLK E 57TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.859216,-118.188402,Alive on Intake,"33.859216, -118.188402",15,FALSE,FALSE,FALSE,FALSE,TRUE,1
303254,A624244,*WUN-WUN,CAT,BRN TABBY,WHITE,Neutered,04/04/2017,04/04/2019,NORMAL,STRAY,OTC,NULL,27/04/2019,"1200 E 20TH ST, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7939258,-118.176288,Alive on Intake,"33.7939258, -118.176288",23,FALSE,FALSE,FALSE,FALSE,TRUE,1
379852,A742508,*MARCO,CAT,BLACK,NULL,Neutered,24/04/2025,08/06/2025,UNDER AGE/WEIGHT,STRAY,OTC,NULL,24/07/2025,"400 BLK E 59TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8617066,-118.1884287,Alive on Intake,"33.8617066, -118.1884287",46,FALSE,FALSE,FALSE,FALSE,TRUE,1
321564,A653431,*VISION,CAT,SEAL PT,NULL,Neutered,24/01/2019,23/01/2021,FRACTIOUS,STRAY,TRAP,NULL,05/02/2021,"1200 E 23RD ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,KITTYBUNGA,33.7989363,-118.1763283,Alive on Intake,"33.7989363, -118.1763283",13,FALSE,FALSE,FALSE,FALSE,TRUE,1
341475,A691956,*HARRISON,DOG,FAWN,NULL,Neutered,17/01/2022,17/01/2023,INJURED  SEVERE,STRAY,FIELD,NULL,25/01/2023,"400 BLK E 59TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,PUGNATRES,33.8617066,-118.1884287,Alive on Intake,"33.8617066, -118.1884287",8,FALSE,FALSE,FALSE,FALSE,TRUE,1
321672,A653638,*STORM,CAT,BLACK,WHITE,Spayed,02/02/2019,02/02/2021,NORMAL,STRAY,TRAP,NULL,25/02/2021,"1200 E 23RD ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,KITTYBUNGA,33.7989363,-118.1763283,Alive on Intake,"33.7989363, -118.1763283",23,FALSE,FALSE,FALSE,FALSE,TRUE,1
316050,A644088,NULL,CAT,BRN TABBY,WHITE,Male,12/06/2020,19/06/2020,UNDER AGE/WEIGHT,STRAY,OTC,NULL,19/06/2020,"400 BLK E 59TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,MILTONSMUT,33.8617066,-118.1884287,Alive on Intake,"33.8617066, -118.1884287",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
291042,A600536,NULL,BIRD,GRAY,NULL,Unknown,28/11/2016,28/11/2017,ILL MILD,WILDLIFE,FIELD,NULL,03/12/2017,"1200 E ANAHEIM ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,33.7824233,-118.1761838,Alive on Intake,"33.7824233, -118.1761838",5,FALSE,FALSE,FALSE,FALSE,TRUE,1
316048,A644086,NULL,CAT,BRN TABBY,WHITE,Male,12/06/2020,19/06/2020,UNDER AGE/WEIGHT,STRAY,OTC,NULL,19/06/2020,"400 BLK E 59TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,MILTONSMUT,33.8617066,-118.1884287,Alive on Intake,"33.8617066, -118.1884287",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
289525,A597972,*FELICIA,CAT,GRAY,NULL,Spayed,29/09/2013,29/09/2017,FERAL,STRAY,OTC,NULL,01/11/2017,"1200 E BARCELONA PL, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7874503,-118.1764605,Alive on Intake,"33.7874503, -118.1764605",33,FALSE,FALSE,FALSE,FALSE,TRUE,1
316049,A644087,NULL,CAT,CALICO TAB,WHITE,Female,12/06/2020,19/06/2020,UNDER AGE/WEIGHT,STRAY,OTC,NULL,19/06/2020,"400 BLK E 59TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,MILTONSMUT,33.8617066,-118.1884287,Alive on Intake,"33.8617066, -118.1884287",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
365770,A732201,DALLAS,DOG,BROWN,BLACK,Neutered,08/07/2024,07/11/2024,NORMAL,STRAY,FIELD,NULL,13/11/2024,"1200 E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8673452,-118.1773329,Alive on Intake,"33.8673452, -118.1773329",6,FALSE,FALSE,FALSE,FALSE,TRUE,1
357376,A720418,JAX,DOG,BLACK,NULL,Neutered,19/05/2022,19/05/2024,NORMAL,OWNER SURRENDER,OTC,NO TIME,25/07/2024,400 BLK E 59TH STREET LONG BEACH CA 90805,LONG BEACH,ADOPTION,WEB,33.8617066,-118.1884287,Alive on Intake,"33.8617066, -118.1884287",67,FALSE,FALSE,FALSE,FALSE,TRUE,1
309575,A635444,NULL,CAT,ORG TABBY,WHITE,Female,28/10/2015,28/10/2019,INJURED  SEVERE,STRAY,FIELD,NULL,30/10/2019,"1200 E PHILLIPS ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,33.8584347,-118.1772648,Alive on Intake,"33.8584347, -118.1772648",2,FALSE,TRUE,FALSE,FALSE,FALSE,0
355511,A716768,*OWEN,CAT,BLACK,NULL,Neutered,10/03/2019,09/03/2024,INJURED  MODERATE,STRAY,FIELD,NULL,23/03/2024,"400 BLK E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,COMMUNITY CAT,NULL,33.7728117,-118.1872813,Alive on Intake,"33.7728117, -118.1872813",14,FALSE,FALSE,FALSE,FALSE,TRUE,1
309235,A634843,A634843*MR.SOUL,CAT,SEAL PT,NULL,Neutered,10/10/2016,10/10/2019,NORMAL,STRAY,OTC,NULL,16/10/2019,"1200 E PHILLIPS ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8584347,-118.1772648,Alive on Intake,"33.8584347, -118.1772648",6,FALSE,FALSE,FALSE,FALSE,TRUE,1
327647,A662022,NULL,CAT,ORG TABBY,NULL,Male,18/08/2011,18/08/2021,ILL SEVERE,STRAY,FIELD,NULL,18/08/2021,"400 BLK E 60TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,AT VET,33.8632207,-118.1882952,Alive on Intake,"33.8632207, -118.1882952",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
304335,A626088,*AZOR AHAI,CAT,BLACK,WHITE,Spayed,09/05/2018,09/05/2019,FRACTIOUS,STRAY,OTC,NULL,21/05/2019,"1200 E PLYMOUTH ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8534468,-118.1772428,Alive on Intake,"33.8534468, -118.1772428",12,FALSE,FALSE,FALSE,FALSE,TRUE,1
304590,A626455,*LALA,CAT,CALICO,NULL,Spayed,12/04/2019,15/05/2019,UNDER AGE/WEIGHT,STRAY,OTC,NULL,06/08/2019,"400 BLK E 60TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,33.8632207,-118.1882952,Alive on Intake,"33.8632207, -118.1882952",83,FALSE,FALSE,FALSE,FALSE,TRUE,1
